text,devanagari,label,type
हen लoखnड फaaर विचaaरee आसaa,हें लोखंड फार विचारी आसा,positive,sentence
हAYN लŌखNड फĀर विचAHरIE आसAA,हें लोखंड फार विचारी आसा,positive,sentence
हen घडयaaळ बरeeच सeकnद करतaa,हें घडयाळ बरीच सेकंद करता,neutral,sentence
हeym घडयaळ बरiच सeyकmद करतa,हें घडयाळ बरीच सेकंद करता,neutral,sentence
हeṃ घडयaaळ बरīच सeyकṃद करतah,हें घडयाळ बरीच सेकंद करता,neutral,sentence
हayn घडयaळ बरiच सayकnद करतa,हें घडयाळ बरीच सेकंद करता,neutral,sentence
हeyn घडयāळ बरīच सeकṃद करतā,हें घडयाळ बरीच सेकंद करता,neutral,sentence
हen घडयaaळ बरeeच हaaनeeकaaरक जaaलen,हें घडयाळ बरीच हानीकारक जालें,negative,sentence
हēṃ घडयahळ बरeeच हaनiकaaरक जāलēn,हें घडयाळ बरीच हानीकारक जालें,negative,sentence
हEM घडयAHळ बरIच हĀनIकĀरक जAHलEṂ,हें घडयाळ बरीच हानीकारक जालें,negative,sentence
हēṃ घडयahळ बरeeच हaनieकaरक जahलaym,हें घडयाळ बरीच हानीकारक जालें,negative,sentence
हeyṃ घडयaळ बरiच हāनeeकāरक जahलēṃ,हें घडयाळ बरीच हानीकारक जालें,negative,sentence
हi नदi विś्लeyṣण दिसतā,ही नदी विश्लेषण दिसता,neutral,sentence
हie नदi विs्लesण दिसतa,ही नदी विश्लेषण दिसता,neutral,sentence
हi नदi विs्लeyshण दिसतa,ही नदी विश्लेषण दिसता,neutral,sentence
हī नदee विś्लayssaण दिसतa,ही नदी विश्लेषण दिसता,neutral,sentence
हee नदee विsh्लeshण दिसतaa,ही नदी विश्लेषण दिसता,neutral,sentence
हen चित्र बरeeच सaaधaaरण वaaटटaa,हें चित्र बरीच साधारण वाटटा,neutral,sentence
हayn चित्र बरīच सāधahरण वāटटah,हें चित्र बरीच साधारण वाटटा,neutral,sentence
हayṃ चित्र बरīच सaधaरण वaaटटā,हें चित्र बरीच साधारण वाटटा,neutral,sentence
हem चित्र बरieच सāधāरण वahटटa,हें चित्र बरीच साधारण वाटटा,neutral,sentence
हeyn चित्र बरiच सahधaरण वaटटah,हें चित्र बरीच साधारण वाटटा,neutral,sentence
हayṃ चित्र फaर सnपर्क जaलēm,हें चित्र फार संपर्क जालें,neutral,sentence
हEYṂ चित्र फAर सNपर्क जAलEYN,हें चित्र फार संपर्क जालें,neutral,sentence
हeym चित्र फaर सnपर्क जaलayn,हें चित्र फार संपर्क जालें,neutral,sentence
हēn चित्र फaर सṃपर्क जaलen,हें चित्र फार संपर्क जालें,neutral,sentence
हen चित्र फaaर सnपर्क जaaलen,हें चित्र फार संपर्क जालें,neutral,sentence
हi नदi फahर निर्मळ जaलeyṃ,ही नदी फार निर्मळ जालें,positive,sentence
हī नदie फaर निर्मळ जaलen,ही नदी फार निर्मळ जालें,positive,sentence
हEE नदIE फAAर निर्मळ जAHलEN,ही नदी फार निर्मळ जालें,positive,sentence
हee नदee फaaर निर्मळ जaaलen,ही नदी फार निर्मळ जालें,positive,sentence
हī नदi फaर निर्मळ जāलeṃ,ही नदी फार निर्मळ जालें,positive,sentence
हen सnकल्प फahर अस्वahभaविक करतa,हें संकल्प फार अस्वाभाविक करता,negative,sentence
हem सnकल्प फāर अस्वahभaविक करतa,हें संकल्प फार अस्वाभाविक करता,negative,sentence
हen सnकल्प फaaर अस्वaaभaaविक करतaa,हें संकल्प फार अस्वाभाविक करता,negative,sentence
हEYM सNकल्प फAर अस्वAभAविक करतAH,हें संकल्प फार अस्वाभाविक करता,negative,sentence
हen सnकल्प फāर अस्वaभāविक करतah,हें संकल्प फार अस्वाभाविक करता,negative,sentence
हen लoखnड sheवट दिसतaa,हें लोखंड शेवट दिसता,neutral,sentence
हayṃ लohखnड sēवट दिसतah,हें लोखंड शेवट दिसता,neutral,sentence
हayn लōखnड saeवट दिसतā,हें लोखंड शेवट दिसता,neutral,sentence
हayṃ लohखnड śēवट दिसतa,हें लोखंड शेवट दिसता,neutral,sentence
हen लoखnड śeyवट दिसतa,हें लोखंड शेवट दिसता,neutral,sentence
हEN स्वप्न फAAर अस्पS्ट करतĀ,हें स्वप्न फार अस्पष्ट करता,negative,sentence
हēm स्वप्न फaर अस्पssa्ट करतa,हें स्वप्न फार अस्पष्ट करता,negative,sentence
हen स्वप्न फaर अस्पssha्ट करतa,हें स्वप्न फार अस्पष्ट करता,negative,sentence
हēn स्वप्न फāर अस्पssa्ट करतah,हें स्वप्न फार अस्पष्ट करता,negative,sentence
हen स्वप्न फaaर अस्पsh्ट करतaa,हें स्वप्न फार अस्पष्ट करता,negative,sentence
हie दुकahन प्रचmड बदल वahटटa,ही दुकान प्रचंड बदल वाटटा,neutral,sentence
हi दुकaaन प्रचmड बदल वaaटटah,ही दुकान प्रचंड बदल वाटटा,neutral,sentence
हee दुकaaन प्रचnड बदल वaaटटaa,ही दुकान प्रचंड बदल वाटटा,neutral,sentence
हIE दुकAAन प्रचMड बदल वAAटटAH,ही दुकान प्रचंड बदल वाटटा,neutral,sentence
हEE दुकAHन प्रचṂड बदल वAटटĀ,ही दुकान प्रचंड बदल वाटटा,neutral,sentence
हi प्रतिज्ञa प्रचṃड स्वच्छ यayतah,ही प्रतिज्ञा प्रचंड स्वच्छ येता,positive,sentence
हee प्रतिज्ञaa प्रचnड स्वच्छ यeतaa,ही प्रतिज्ञा प्रचंड स्वच्छ येता,positive,sentence
हie प्रतिज्ञā प्रचṃड स्वच्छ यeyतā,ही प्रतिज्ञा प्रचंड स्वच्छ येता,positive,sentence
हi प्रतिज्ञa प्रचṃड स्वच्छ यayतaa,ही प्रतिज्ञा प्रचंड स्वच्छ येता,positive,sentence
हi प्रतिज्ञa प्रचṃड स्वच्छ यeyतā,ही प्रतिज्ञा प्रचंड स्वच्छ येता,positive,sentence
हī प्लॅस्टिक अतिshaय परिवर्तन दिसतaa,ही प्लॅस्टिक अतिशय परिवर्तन दिसता,neutral,sentence
हie प्लॅस्टिक अतिsय परिवर्तन दिसतa,ही प्लॅस्टिक अतिशय परिवर्तन दिसता,neutral,sentence
हĪ प्लॅस्टिक अतिSय परिवर्तन दिसतA,ही प्लॅस्टिक अतिशय परिवर्तन दिसता,neutral,sentence
हee प्लॅस्टिक अतिshय परिवर्तन दिसतaa,ही प्लॅस्टिक अतिशय परिवर्तन दिसता,neutral,sentence
हI प्लॅस्टिक अतिSHय परिवर्तन दिसतA,ही प्लॅस्टिक अतिशय परिवर्तन दिसता,neutral,sentence
हee प्रतिज्ञah खरaब आसā,ही प्रतिज्ञा खराब आसा,negative,sentence
हie प्रतिज्ञa खरaब आसa,ही प्रतिज्ञा खराब आसा,negative,sentence
हee प्रतिज्ञā खरāब आसa,ही प्रतिज्ञा खराब आसा,negative,sentence
हee प्रतिज्ञaa खरāब आसaa,ही प्रतिज्ञा खराब आसा,negative,sentence
हee प्रतिज्ञaa खरaaब आसaa,ही प्रतिज्ञा खराब आसा,negative,sentence
हi ऍप बरieच प्रवaysha वāटटa,ही ऍप बरीच प्रवेश वाटटा,neutral,sentence
हie ऍप बरieच प्रवesha वahटटa,ही ऍप बरीच प्रवेश वाटटा,neutral,sentence
हI ऍप बरIच प्रवAYS वAHटटAA,ही ऍप बरीच प्रवेश वाटटा,neutral,sentence
हī ऍप बरiच प्रवeysha वaaटटā,ही ऍप बरीच प्रवेश वाटटा,neutral,sentence
हee ऍप बरeeच प्रवesh वaaटटaa,ही ऍप बरीच प्रवेश वाटटा,neutral,sentence
हo गeम प्रचnड विक्रaaळ करतaa,हो गेम प्रचंड विक्राळ करता,negative,sentence
हō गayम प्रचmड विक्रahळ करतaa,हो गेम प्रचंड विक्राळ करता,negative,sentence
हo गēम प्रचṃड विक्रaळ करतā,हो गेम प्रचंड विक्राळ करता,negative,sentence
हoh गeम प्रचnड विक्रaaळ करतah,हो गेम प्रचंड विक्राळ करता,negative,sentence
हow गeyम प्रचnड विक्रahळ करतa,हो गेम प्रचंड विक्राळ करता,negative,sentence
हī ruतou प्रचmड हितकaरक दिसतah,ही ऋतू प्रचंड हितकारक दिसता,positive,sentence
हie rतoo प्रचnड हितकaरक दिसतaa,ही ऋतू प्रचंड हितकारक दिसता,positive,sentence
हee riतoo प्रचnड हितकaaरक दिसतaa,ही ऋतू प्रचंड हितकारक दिसता,positive,sentence
हie ruतoo प्रचṃड हितकaरक दिसतah,ही ऋतू प्रचंड हितकारक दिसता,positive,sentence
हIE RIतOU प्रचMड हितकĀरक दिसतA,ही ऋतू प्रचंड हितकारक दिसता,positive,sentence
हī प्लॅस्टिक प्रचnड उठप जaलeṃ,ही प्लॅस्टिक प्रचंड उठप जालें,neutral,sentence
हi प्लॅस्टिक प्रचnड उठप जāलeyṃ,ही प्लॅस्टिक प्रचंड उठप जालें,neutral,sentence
हi प्लॅस्टिक प्रचnड उठप जahलēn,ही प्लॅस्टिक प्रचंड उठप जालें,neutral,sentence
हee प्लॅस्टिक प्रचnड उठप जaaलen,ही प्लॅस्टिक प्रचंड उठप जालें,neutral,sentence
हi प्लॅस्टिक प्रचmड उठप जaलayṃ,ही प्लॅस्टिक प्रचंड उठप जालें,neutral,sentence
हeym सmकल्प अतिsय सडिल्लēṃ करतah,हें संकल्प अतिशय सडिल्लें करता,negative,sentence
हeyn सmकल्प अतिsय सडिल्लayṃ करतah,हें संकल्प अतिशय सडिल्लें करता,negative,sentence
हen सṃकल्प अतिśय सडिल्लaym करतā,हें संकल्प अतिशय सडिल्लें करता,negative,sentence
हeym सnकल्प अतिsaय सडिल्लēm करतa,हें संकल्प अतिशय सडिल्लें करता,negative,sentence
हen सnकल्प अतिshय सडिल्लen करतaa,हें संकल्प अतिशय सडिल्लें करता,negative,sentence
हī मūर्तie खuप भिरaṃत जaलeṃ,ही मूर्ती खूप भिरांत जालें,negative,sentence
हĪ मOOर्तIE खOOप भिरĀNत जAHलEN,ही मूर्ती खूप भिरांत जालें,negative,sentence
हī मooर्तee खooप भिरahṃत जaaलem,ही मूर्ती खूप भिरांत जालें,negative,sentence
हee मooर्तee खooप भिरaanत जaaलen,ही मूर्ती खूप भिरांत जालें,negative,sentence
हi मuर्तī खouप भिरamत जaaलem,ही मूर्ती खूप भिरांत जालें,negative,sentence
हī सeyवā खūप प्रमāण वaटटah,ही सेवा खूप प्रमाण वाटटा,neutral,sentence
हee सeवaa खooप प्रमaaण वaaटटaa,ही सेवा खूप प्रमाण वाटटा,neutral,sentence
हi सeवah खuप प्रमaण वaटटa,ही सेवा खूप प्रमाण वाटटा,neutral,sentence
हie सēवā खūप प्रमahण वaटटā,ही सेवा खूप प्रमाण वाटटा,neutral,sentence
हie सeyवā खūप प्रमaण वaaटटaa,ही सेवा खूप प्रमाण वाटटा,neutral,sentence
हee कल्पनaa अनaaकर्shक यeतaa,ही कल्पना अनाकर्षक येता,negative,sentence
हie कल्पनā अनāकर्sक यeyतa,ही कल्पना अनाकर्षक येता,negative,sentence
हī कल्पनah अनaaकर्sक यeyतaa,ही कल्पना अनाकर्षक येता,negative,sentence
हi कल्पनaa अनāकर्sक यeyतa,ही कल्पना अनाकर्षक येता,negative,sentence
हī कल्पनa अनaaकर्sक यēतaa,ही कल्पना अनाकर्षक येता,negative,sentence
हee प्लॅस्टिक क्sēत्र आसa,ही प्लॅस्टिक क्षेत्र आसा,neutral,sentence
हee प्लॅस्टिक क्seyत्र आसaa,ही प्लॅस्टिक क्षेत्र आसा,neutral,sentence
हee प्लॅस्टिक क्sheत्र आसaa,ही प्लॅस्टिक क्षेत्र आसा,neutral,sentence
हī प्लॅस्टिक क्sēत्र आसā,ही प्लॅस्टिक क्षेत्र आसा,neutral,sentence
हee प्लॅस्टिक क्ṣēत्र आसah,ही प्लॅस्टिक क्षेत्र आसा,neutral,sentence
हo गeम प्रचnड विśēsh आसā,हो गेम प्रचंड विशेष आसा,positive,sentence
हō गeम प्रचnड विsaays आसaa,हो गेम प्रचंड विशेष आसा,positive,sentence
हO गEYम प्रचMड विSĒS आसAA,हो गेम प्रचंड विशेष आसा,positive,sentence
हo गeम प्रचnड विshesh आसaa,हो गेम प्रचंड विशेष आसा,positive,sentence
हoh गayम प्रचnड विshaayssha आसaa,हो गेम प्रचंड विशेष आसा,positive,sentence
हēn दवahखāनēm खūप मahर्ग दिसतā,हें दवाखानें खूप मार्ग दिसता,neutral,sentence
हen दवaaखahनēṃ खooप मahर्ग दिसतa,हें दवाखानें खूप मार्ग दिसता,neutral,sentence
हen दवaखaनen खouप मāर्ग दिसतah,हें दवाखानें खूप मार्ग दिसता,neutral,sentence
हen दवaaखaaनen खooप मaaर्ग दिसतaa,हें दवाखानें खूप मार्ग दिसता,neutral,sentence
हayn दवāखaaनen खooप मahर्ग दिसतaa,हें दवाखानें खूप मार्ग दिसता,neutral,sentence
हen चित्र फaaर वaaड वaaटटaa,हें चित्र फार वाड वाटटा,neutral,sentence
हem चित्र फahर वāड वahटटā,हें चित्र फार वाड वाटटा,neutral,sentence
हayn चित्र फaर वāड वaaटटaa,हें चित्र फार वाड वाटटा,neutral,sentence
हen चित्र फāर वahड वaaटटā,हें चित्र फार वाड वाटटा,neutral,sentence
हēm चित्र फāर वaड वāटटa,हें चित्र फार वाड वाटटा,neutral,sentence
हEN ध्यEYय खUप पवित्र करतĀ,हें ध्येय खूप पवित्र करता,positive,sentence
हeyṃ ध्यēय खooप पवित्र करतā,हें ध्येय खूप पवित्र करता,positive,sentence
हayn ध्यeyय खouप पवित्र करतa,हें ध्येय खूप पवित्र करता,positive,sentence
हēṃ ध्यēय खūप पवित्र करतa,हें ध्येय खूप पवित्र करता,positive,sentence
हen ध्यeय खooप पवित्र करतaa,हें ध्येय खूप पवित्र करता,positive,sentence
हayn घर बरieच कपट करतaa,हें घर बरीच कपट करता,negative,sentence
हēn घर बरieच कपट करतa,हें घर बरीच कपट करता,negative,sentence
हeyn घर बरieच कपट करतa,हें घर बरीच कपट करता,negative,sentence
हen घर बरeeच कपट करतaa,हें घर बरीच कपट करता,negative,sentence
हēm घर बरeeच कपट करतah,हें घर बरीच कपट करता,negative,sentence
हĒN विचAHर प्रचNड असMवEदनSIEल यEYतAA,हें विचार प्रचंड असंवेदनशील येता,negative,sentence
हen विचaर प्रचṃड असṃवayदनshaieल यeyतaa,हें विचार प्रचंड असंवेदनशील येता,negative,sentence
हēn विचaर प्रचṃड असmवēदनsieल यayतā,हें विचार प्रचंड असंवेदनशील येता,negative,sentence
हen विचaaर प्रचnड असnवeदनsheeल यeतaa,हें विचार प्रचंड असंवेदनशील येता,negative,sentence
हayṃ विचahर प्रचmड असnवeyदनseeल यeyतaa,हें विचार प्रचंड असंवेदनशील येता,negative,sentence
हie कल्पनā खūप निर्दय करतa,ही कल्पना खूप निर्दय करता,negative,sentence
हee कल्पनa खūप निर्दय करतaa,ही कल्पना खूप निर्दय करता,negative,sentence
हIE कल्पनA खŪप निर्दय करतA,ही कल्पना खूप निर्दय करता,negative,sentence
हee कल्पनaa खooप निर्दय करतaa,ही कल्पना खूप निर्दय करता,negative,sentence
हie कल्पनah खooप निर्दय करतa,ही कल्पना खूप निर्दय करता,negative,sentence
हee चāmदi फāर आगमन जaलeṃ,ही चांदी फार आगमन जालें,neutral,sentence
हi चaṃदi फaर आगमन जaलeyṃ,ही चांदी फार आगमन जालें,neutral,sentence
हī चaanदī फaaर आगमन जaलeyṃ,ही चांदी फार आगमन जालें,neutral,sentence
हee चaanदee फaaर आगमन जaaलen,ही चांदी फार आगमन जालें,neutral,sentence
हi चahnदi फāर आगमन जaaलeyṃ,ही चांदी फार आगमन जालें,neutral,sentence
हem कथāनक प्रचṃड निस्तayज वaटटā,हें कथानक प्रचंड निस्तेज वाटटा,negative,sentence
हem कथahनक प्रचnड निस्तayज वaaटटā,हें कथानक प्रचंड निस्तेज वाटटा,negative,sentence
हEṂ कथAनक प्रचNड निस्तAYज वAटटĀ,हें कथानक प्रचंड निस्तेज वाटटा,negative,sentence
हen कथaaनक प्रचnड निस्तeज वaaटटaa,हें कथानक प्रचंड निस्तेज वाटटा,negative,sentence
हēn कथaaनक प्रचṃड निस्तeyज वaटटaa,हें कथानक प्रचंड निस्तेज वाटटा,negative,sentence
हī चahṃदie अतिshaय स्थahन जaलeym,ही चांदी अतिशय स्थान जालें,neutral,sentence
हee चaanदee अतिshय स्थaaन जaaलen,ही चांदी अतिशय स्थान जालें,neutral,sentence
हie चāmदī अतिsaय स्थaaन जaलem,ही चांदी अतिशय स्थान जालें,neutral,sentence
हi चamदie अतिshaय स्थāन जahलēṃ,ही चांदी अतिशय स्थान जालें,neutral,sentence
हie चāṃदi अतिsaय स्थaन जaलem,ही चांदी अतिशय स्थान जालें,neutral,sentence
हēn सॉफ्टवayअर धāडसī वahटटa,हें सॉफ्टवेअर धाडसी वाटटा,positive,sentence
हaym सॉफ्टवeyअर धahडसie वaटटa,हें सॉफ्टवेअर धाडसी वाटटा,positive,sentence
हen सॉफ्टवayअर धāडसie वaaटटaa,हें सॉफ्टवेअर धाडसी वाटटा,positive,sentence
हen सॉफ्टवeअर धaaडसee वaaटटaa,हें सॉफ्टवेअर धाडसी वाटटा,positive,sentence
हEN सॉफ्टवĒअर धAHडसI वAटटAH,हें सॉफ्टवेअर धाडसी वाटटा,positive,sentence
हee कहaaणee खooप बदल वaaटटaa,ही कहाणी खूप बदल वाटटा,neutral,sentence
हee कहaaणee खuप बदल वāटटā,ही कहाणी खूप बदल वाटटा,neutral,sentence
हi कहahणi खuप बदल वāटटā,ही कहाणी खूप बदल वाटटा,neutral,sentence
हi कहaणi खūप बदल वaटटā,ही कहाणी खूप बदल वाटटा,neutral,sentence
हie कहaणi खouप बदल वahटटā,ही कहाणी खूप बदल वाटटा,neutral,sentence
हo कaaर्यक्रम प्रचnड बaaह्य वaaटटaa,हो कार्यक्रम प्रचंड बाह्य वाटटा,neutral,sentence
हō कaर्यक्रम प्रचmड बaaह्य वahटटa,हो कार्यक्रम प्रचंड बाह्य वाटटा,neutral,sentence
हō कaर्यक्रम प्रचnड बāह्य वaaटटaa,हो कार्यक्रम प्रचंड बाह्य वाटटा,neutral,sentence
हō कaर्यक्रम प्रचnड बaaह्य वaaटटa,हो कार्यक्रम प्रचंड बाह्य वाटटा,neutral,sentence
हo कāर्यक्रम प्रचnड बāह्य वaटटa,हो कार्यक्रम प्रचंड बाह्य वाटटा,neutral,sentence
हen कथāनक बरieच चिरस्थaयī वāटटā,हें कथानक बरीच चिरस्थायी वाटटा,positive,sentence
हEN कथAHनक बरIEच चिरस्थAAयĪ वĀटटĀ,हें कथानक बरीच चिरस्थायी वाटटा,positive,sentence
हayn कथāनक बरieच चिरस्थāयī वahटटah,हें कथानक बरीच चिरस्थायी वाटटा,positive,sentence
हeym कथaनक बरieच चिरस्थāयi वaटटā,हें कथानक बरीच चिरस्थायी वाटटा,positive,sentence
हen कथaaनक बरeeच चिरस्थaaयee वaaटटaa,हें कथानक बरीच चिरस्थायी वाटटा,positive,sentence
हen जeवण अतिshय क्sheत्र दिसतaa,हें जेवण अतिशय क्षेत्र दिसता,neutral,sentence
हaym जayवण अतिsय क्ṣeत्र दिसतā,हें जेवण अतिशय क्षेत्र दिसता,neutral,sentence
हen जayवण अतिsय क्seyत्र दिसतā,हें जेवण अतिशय क्षेत्र दिसता,neutral,sentence
हayṃ जeyवण अतिsय क्sshayत्र दिसतa,हें जेवण अतिशय क्षेत्र दिसता,neutral,sentence
हen जayवण अतिshaय क्shēत्र दिसतā,हें जेवण अतिशय क्षेत्र दिसता,neutral,sentence
हaym हवāमāन प्रचnड फसवen वaटटa,हें हवामान प्रचंड फसवें वाटटा,negative,sentence
हĒN हवAमAन प्रचṂड फसवEN वĀटटAH,हें हवामान प्रचंड फसवें वाटटा,negative,sentence
हem हवahमāन प्रचṃड फसवeym वaटटā,हें हवामान प्रचंड फसवें वाटटा,negative,sentence
हen हवaaमaaन प्रचnड फसवen वaaटटaa,हें हवामान प्रचंड फसवें वाटटा,negative,sentence
हAYN हवAमĀन प्रचMड फसवEN वAटटA,हें हवामान प्रचंड फसवें वाटटा,negative,sentence
हēm सmकल्प फaर अनमowल दिसतah,हें संकल्प फार अनमोल दिसता,positive,sentence
हen सnकल्प फaaर अनमoल दिसतaa,हें संकल्प फार अनमोल दिसता,positive,sentence
हayn सnकल्प फahर अनमoल दिसतā,हें संकल्प फार अनमोल दिसता,positive,sentence
हayn सnकल्प फaर अनमoल दिसतa,हें संकल्प फार अनमोल दिसता,positive,sentence
हeyn सmकल्प फahर अनमohल दिसतah,हें संकल्प फार अनमोल दिसता,positive,sentence
हen सnकल्प बरeeच खरaaब आसaa,हें संकल्प बरीच खराब आसा,negative,sentence
हayṃ सṃकल्प बरiच खरaब आसaa,हें संकल्प बरीच खराब आसा,negative,sentence
हēn सnकल्प बरieच खरāब आसa,हें संकल्प बरीच खराब आसा,negative,sentence
हeyn सnकल्प बरiच खरāब आसa,हें संकल्प बरीच खराब आसा,negative,sentence
हaym सṃकल्प बरieच खरaब आसā,हें संकल्प बरीच खराब आसा,negative,sentence
हAYN लOखNड खUप छल दिसतĀ,हें लोखंड खूप छल दिसता,negative,sentence
हeyn लowखnड खūप छल दिसतā,हें लोखंड खूप छल दिसता,negative,sentence
हAYM लOHखNड खOOप छल दिसतAH,हें लोखंड खूप छल दिसता,negative,sentence
हēm लohखmड खūप छल दिसतaa,हें लोखंड खूप छल दिसता,negative,sentence
हen लoखnड खooप छल दिसतaa,हें लोखंड खूप छल दिसता,negative,sentence
हi बayट जoखमie वaटटa,ही बेट जोखमी वाटटा,negative,sentence
हĪ बEYट जOखमI वĀटटAH,ही बेट जोखमी वाटटा,negative,sentence
हee बeट जoखमee वaaटटaa,ही बेट जोखमी वाटटा,negative,sentence
हi बēट जowखमī वahटटā,ही बेट जोखमी वाटटा,negative,sentence
हEE बĒट जOखमIE वĀटटĀ,ही बेट जोखमी वाटटा,negative,sentence
हie वahट कपट आसa,ही वाट कपट आसा,negative,sentence
हi वāट कपट आसā,ही वाट कपट आसा,negative,sentence
हī वaट कपट आसa,ही वाट कपट आसा,negative,sentence
हee वaaट कपट आसaa,ही वाट कपट आसा,negative,sentence
हī वaaट कपट आसah,ही वाट कपट आसा,negative,sentence
हayṃ घर अतिshaय हलकayn करतah,हें घर अतिशय हलकें करता,negative,sentence
हen घर अतिshय हलकen करतaa,हें घर अतिशय हलकें करता,negative,sentence
हaym घर अतिshय हलकen करतa,हें घर अतिशय हलकें करता,negative,sentence
हeym घर अतिshय हलकeṃ करतah,हें घर अतिशय हलकें करता,negative,sentence
हen घर अतिśय हलकēm करतah,हें घर अतिशय हलकें करता,negative,sentence
हayn विचaर जohड करतā,हें विचार जोड करता,neutral,sentence
हen विचaaर जoड करतaa,हें विचार जोड करता,neutral,sentence
हayṃ विचāर जoड करतah,हें विचार जोड करता,neutral,sentence
हēm विचaर जōड करतa,हें विचार जोड करता,neutral,sentence
हEYṂ विचAर जŌड करतAH,हें विचार जोड करता,neutral,sentence
हēn सmकल्प खouप निरर्थक वahटटa,हें संकल्प खूप निरर्थक वाटटा,negative,sentence
हēm सnकल्प खouप निरर्थक वahटटa,हें संकल्प खूप निरर्थक वाटटा,negative,sentence
हEYM सMकल्प खŪप निरर्थक वAAटटAA,हें संकल्प खूप निरर्थक वाटटा,negative,sentence
हeṃ सṃकल्प खuप निरर्थक वaटटaa,हें संकल्प खूप निरर्थक वाटटा,negative,sentence
हen सnकल्प खooप निरर्थक वaaटटaa,हें संकल्प खूप निरर्थक वाटटा,negative,sentence
हie फिल्म सुस्त करतah,ही फिल्म सुस्त करता,negative,sentence
हi फिल्म सुस्त करतa,ही फिल्म सुस्त करता,negative,sentence
हee फिल्म सुस्त करतaa,ही फिल्म सुस्त करता,negative,sentence
हī फिल्म सुस्त करतa,ही फिल्म सुस्त करता,negative,sentence
हī जohडah हुśaर दिसतā,ही जोडा हुशार दिसता,positive,sentence
हee जohडā हुsaaर दिसतā,ही जोडा हुशार दिसता,positive,sentence
हee जoडaa हुshaaर दिसतaa,ही जोडा हुशार दिसता,positive,sentence
हī जowडa हुsāर दिसतaa,ही जोडा हुशार दिसता,positive,sentence
हie जohडā हुsaāर दिसतā,ही जोडा हुशार दिसता,positive,sentence
हī वaट खouप परिवर्तन वaटटa,ही वाट खूप परिवर्तन वाटटा,neutral,sentence
हī वaट खuप परिवर्तन वaटटa,ही वाट खूप परिवर्तन वाटटा,neutral,sentence
हī वaट खūप परिवर्तन वāटटa,ही वाट खूप परिवर्तन वाटटा,neutral,sentence
हee वaaट खooप परिवर्तन वaaटटaa,ही वाट खूप परिवर्तन वाटटा,neutral,sentence
हi वāट खouप परिवर्तन वaटटa,ही वाट खूप परिवर्तन वाटटा,neutral,sentence
हeyn स्वप्न प्रचṃड हayतu आसa,हें स्वप्न प्रचंड हेतू आसा,neutral,sentence
हen स्वप्न प्रचnड हeतoo आसaa,हें स्वप्न प्रचंड हेतू आसा,neutral,sentence
हeṃ स्वप्न प्रचmड हeyतu आसa,हें स्वप्न प्रचंड हेतू आसा,neutral,sentence
हayn स्वप्न प्रचṃड हeतou आसa,हें स्वप्न प्रचंड हेतू आसा,neutral,sentence
हēn स्वप्न प्रचnड हayतoo आसā,हें स्वप्न प्रचंड हेतू आसा,neutral,sentence
हee प्रतिज्ञaa अतिshय अमooल्य दिसतaa,ही प्रतिज्ञा अतिशय अमूल्य दिसता,positive,sentence
हi प्रतिज्ञā अतिśय अमouल्य दिसतaa,ही प्रतिज्ञा अतिशय अमूल्य दिसता,positive,sentence
हee प्रतिज्ञaa अतिsय अमūल्य दिसतah,ही प्रतिज्ञा अतिशय अमूल्य दिसता,positive,sentence
हi प्रतिज्ञa अतिsय अमouल्य दिसतa,ही प्रतिज्ञा अतिशय अमूल्य दिसता,positive,sentence
हi प्रतिज्ञa अतिśय अमooल्य दिसतa,ही प्रतिज्ञा अतिशय अमूल्य दिसता,positive,sentence
हī नahटक खūप धāडसi आसa,ही नाटक खूप धाडसी आसा,positive,sentence
हee नaaटक खooप धaaडसee आसaa,ही नाटक खूप धाडसी आसा,positive,sentence
हie नaaटक खooप धaaडसī आसaa,ही नाटक खूप धाडसी आसा,positive,sentence
हi नāटक खūप धaडसi आसa,ही नाटक खूप धाडसी आसा,positive,sentence
हi नahटक खūप धahडसie आसa,ही नाटक खूप धाडसी आसा,positive,sentence
हen फoन अतिshय विshesh आसaa,हें फोन अतिशय विशेष आसा,positive,sentence
हēn फohन अतिsaय विses आसah,हें फोन अतिशय विशेष आसा,positive,sentence
हEM फOHन अतिSAय विSAĒS आसA,हें फोन अतिशय विशेष आसा,positive,sentence
हEM फOWन अतिSय विSHAEYS आसĀ,हें फोन अतिशय विशेष आसा,positive,sentence
हayn फoन अतिśय विseyṣ आसah,हें फोन अतिशय विशेष आसा,positive,sentence
हayṃ पुस्तक खuप असnबद्ध यeyतa,हें पुस्तक खूप असंबद्ध येता,negative,sentence
हeyn पुस्तक खūप असnबद्ध यēतa,हें पुस्तक खूप असंबद्ध येता,negative,sentence
हĒN पुस्तक खOUप असṂबद्ध यEतĀ,हें पुस्तक खूप असंबद्ध येता,negative,sentence
हen पुस्तक खooप असnबद्ध यeतaa,हें पुस्तक खूप असंबद्ध येता,negative,sentence
हēṃ पुस्तक खuप असnबद्ध यēतa,हें पुस्तक खूप असंबद्ध येता,negative,sentence
हĪ चSSA्मAH खOOप समAप्त करतA,ही चष्मा खूप समाप्त करता,neutral,sentence
हee चsh्मaa खooप समaaप्त करतaa,ही चष्मा खूप समाप्त करता,neutral,sentence
हee चs्मa खooप समāप्त करतaa,ही चष्मा खूप समाप्त करता,neutral,sentence
